sessionId,askAnswerId,machineId,audioUrl,question,answer,language,isHelpful,isApology,startAt,endAt,category,subCategory,mentionedstorename,machineName
1751204432140,1751205304401,303564c4-1183-4c81-8ca9-7abbc8ade1c8,,quick reply: MCard,"บัตร M Card คือบัตรสมาชิกสะสมคะแนนของเดอะมอลล์กรุ๊ป 

สมัครเป็นสมาชิกของเรา เพลิดเพลินกับสิทธิพิเศษตลอด 365 วัน
  ทั้งในร้านค้าและนอกร้านค้า รวมถึงการช้อปปิ้งออนไลน์ ครอบคลุมการช้อปปิ้ง อาหาร ความงาม ความบันเทิง โรงแรม และการท่องเที่ยว

พาคุณสัมผัสประสบการณ์การช้อปปิ้งรูปแบบใหม่ที่เดอะมอลล์ เดอะมอลล์ไลฟ์สโตร์ เอ็มโพเรียม เอ็มควอเทียร์ เอ็มสเฟียร์ พารากอน และกูร์เมต์มาร์เก็ต 

คุณสามารถดาวน์โหลดแอปพลิเคชัน M Card ได้จาก QR Code ด้านล่าง 

หรือสอบถามรายละเอียดเพิ่มเติมได้เลย",th-TH,true,false,2025-06-29 13:55:04,2025-06-29 13:55:06,Products & Services,,,303564c4-1183-4c81-8ca9-7abbc8ade1c8
1751202132913,1751202164282,303564c4-1183-4c81-8ca9-7abbc8ade1c8,https://amity-merlin-downloadable.s3.amazonaws.com/audios/de50f1107be5b07d68da74245b21394d/1751202164282.wav,ASK มีอะไรบ้าง,"MCard มีสิทธิพิเศษดังนี้ค่ะ 

- รับ M Point ทุกการใช้จ่าย 25 บาทในห้างสรรพสินค้า Gourmet Market และ Home Fresh Mart รวมถึงช้อปออนไลน์ในเครือ The Mall Group 

- รับ M Point ทุกการใช้จ่าย 50 บาทใน Power Mall และช้อปออนไลน์ในเครือ The Mall Group 

- มีสิทธิพิเศษในเดือนเกิดผ่านแอปพลิเคชัน M Card 

- รับส่วนลดเพิ่ม 12.5% จากยอดที่แลกคะแนน 

- สามารถดาวน์โหลดแอป M Card เพื่อใช้สิทธิ์และสะสมคะแนนได้สะดวกค่ะ 

สำหรับ Platinum MCard จะได้รับสิทธิพิเศษเพิ่มเติม เช่น 

- ส่วนลด 5-10% สำหรับสินค้าราคาปกติที่ห้างสรรพสินค้าในเครือ The Mall Group, Power Mall และ Gourmet Market 

- แลกคะแนนเป็นบัตรกำนัลห้างสรรพสินค้า และรับส่วนลดเพิ่ม 12.5% เมื่อแลกคะแนน 

- บริการพิเศษ เช่น ที่จอดรถพิเศษ, จองที่จอดรถล่วงหน้า, บริการส่งสินค้าถึงบ้าน, ผู้ช่วยช้อปปิ้งส่วนตัว, และเลานจ์สำหรับสมาชิก Platinum MCard 

- บริการช้อปปิ้งออนไลน์ MLUXE Chat & Shop ที่มีคำแนะนำจากผู้เชี่ยวชาญ 

ถ้าคุณลูกค้าสนใจรายละเอียดเพิ่มเติม สามารถสอบถามได้เลยนะคะ 

",th-TH,,false,2025-06-29 13:02:44,2025-06-29 13:02:53,,,,303564c4-1183-4c81-8ca9-7abbc8ade1c8
1751202132913,1751202141857,303564c4-1183-4c81-8ca9-7abbc8ade1c8,https://amity-merlin-downloadable.s3.amazonaws.com/audios/de50f1107be5b07d68da74245b21394d/1751202141857.wav,"hello
","Hello! 
 How can I assist you with The Mall Group shopping centers today? 

",en-US,,false,2025-06-29 13:02:22,2025-06-29 13:02:27,,,,303564c4-1183-4c81-8ca9-7abbc8ade1c8
1751202132913,1751202133901,303564c4-1183-4c81-8ca9-7abbc8ade1c8,,quick reply: MCard,"M Card is The Mall Group's loyalty membership card.

Be our member, enjoy 365-day special privileges from both in-store and out-of-store Including online shopping, including Shopping, Dining, Beauty, Entertainment, Hotel and Travel. 
 Bring you with the evolution of new shopping experience at The Mall, The Mall Lifestore, Emporium, Emquartier, Emsphere, Paragon and Gourmet Market. 

You can download M Card Mobile Application from QR Code below 
Or Please feel free to ask for more detail 
",en-US,,false,2025-06-29 13:02:14,2025-06-29 13:02:16,,,,303564c4-1183-4c81-8ca9-7abbc8ade1c8
1751181009604,1751181012610,303564c4-1183-4c81-8ca9-7abbc8ade1c8,,quick reply: promotion,"Here are the details of the promotions you asked about:


LUCKY FAN Lingling is happening at The Mall Lifestore branches in Thapra, Ngamwongwan, Bangkapi, and Bangkae, including Gourmet Market and Power Mall. 
 Shop with a minimum spend of 1,500 THB per sales slip from June 14 to July 15, 2025, to get a lucky draw coupon for a chance to meet Lingling on August 8, 2025, at The Mall Lifestore Bangkae. 


Exclusive Privileges for New M Card Members run from June 1 to October 31, 2025. 
 New members registering via the M Card Application receive discount coupons worth 350 THB and one extra hour of free parking per month until December 31, 2025. 


The Bangkok No.1 Shopping Festival offers up to 80% discounts and extra savings from May 30 to July 28, 2025. 
 Enjoy M Cash Coupons when spending at Power Mall, Gourmet Market, Home Fresh Mart, Emporium, EmQuartier, Paragon, and The Mall Life Store branches (excluding The Mall Ramkhamhaeng). 


The Legemdary Exclusive Concert is from June 6 to June 30, 2025, for Bangkok Bank M Visa cardholders. 
 The concert with BODYSLAM and FREEHAND is on July 12, 2025, at MCC Hall, The Mall Lifestore Ngamwongwan. 
 Spend 1,000 THB per sales slip to earn concert tickets. 


THE MALL LIFESTORE SPORTS FEST takes place at The Mall Lifestore Bangkapi from June 23 to July 2, 2025. 
 Enjoy top sports brands, fitness classes, workshops, and a fitness challenge event on June 28-29, 2025, with discounts up to 70%. 


The M Card Member Offer lets you redeem 400 M Points for a 100 THB discount when purchasing 3,000 THB or more at Power Mall locations in all The Mall Lifestore branches, The Mall Korat, Emporium, and Paragon. 
 This runs from June 19 to August 20, 2025. 


Happy Monday promotion is available on Mondays from May 5 to June 30, 2025. 
 M Card members can redeem 500 M Points for a Buy 1 Get 1 Free offer on selected dishes at participating restaurants like A Ramen, Bankara Ramen, GAGA Udon House, and others. 


If you want more details about any specific promotion or location, just let me know! 

",en-US,,false,2025-06-29 07:10:13,2025-06-29 07:10:15,,,,303564c4-1183-4c81-8ca9-7abbc8ade1c8
1751180956804,1751180957328,303564c4-1183-4c81-8ca9-7abbc8ade1c8,https://amity-merlin-downloadable.s3.amazonaws.com/audios/de50f1107be5b07d68da74245b21394d/1751180957328.wav,TG,"TG stores are available in several malls! 
 At The Mall Lifestore Bangkapi, TG and TG PRO are on the 2nd floor, and VIVO+VIVO SERVICE BY TG is also on the 2nd floor. 
 At The Mall Lifestore Bangkae, TG, SAMSUNG BY TG, and REALME BY TG are all on the 1st floor. 
 At The Mall Lifestore Ngamwongwan, TG and SAMSUNG BY TG are on the 3rd floor, while HONOR BY TG is on the 1st floor. 
 At The Mall Lifestore Thapra, TG is on the 3rd floor. 
 Finally, at The Mall Korat, TG and SAMSUNG BY TG are both on the 3rd floor. 
 If you want details about any specific location, just let me know! 

",en-US,,false,2025-06-29 07:09:17,2025-06-29 07:09:25,,,,303564c4-1183-4c81-8ca9-7abbc8ade1c8
1751180901137,1751180904620,303564c4-1183-4c81-8ca9-7abbc8ade1c8,,quick reply: MCard,"M Card 是 The Mall 集团的忠诚会员卡。

成为我们的会员，享受全年 365 天的特别优惠，涵盖店内和店外活动，包括在线购物，涉及购物、餐饮、美容、娱乐、酒店和旅游。为您带来在 The Mall、The Mall Lifestore、Emporium、Emquartier、Emsphere、Paragon 和 Gourmet Market 的全新购物体验。

您可以通过下方二维码下载 M Card 移动应用程序。

或请随时咨询更多详情。",zh-CN,,false,2025-06-29 07:08:25,2025-06-29 07:08:26,Products & Services,,,303564c4-1183-4c81-8ca9-7abbc8ade1c8
1751180847565,1751180849252,303564c4-1183-4c81-8ca9-7abbc8ade1c8,,quick reply: MCard,"บัตร M Card คือบัตรสมาชิกสะสมคะแนนของเดอะมอลล์กรุ๊ป 

สมัครเป็นสมาชิกของเรา เพลิดเพลินกับสิทธิพิเศษตลอด 365 วัน
  ทั้งในร้านค้าและนอกร้านค้า รวมถึงการช้อปปิ้งออนไลน์ ครอบคลุมการช้อปปิ้ง อาหาร ความงาม ความบันเทิง โรงแรม และการท่องเที่ยว

พาคุณสัมผัสประสบการณ์การช้อปปิ้งรูปแบบใหม่ที่เดอะมอลล์ เดอะมอลล์ไลฟ์สโตร์ เอ็มโพเรียม เอ็มควอเทียร์ เอ็มสเฟียร์ พารากอน และกูร์เมต์มาร์เก็ต 

คุณสามารถดาวน์โหลดแอปพลิเคชัน M Card ได้จาก QR Code ด้านล่าง 

หรือสอบถามรายละเอียดเพิ่มเติมได้เลย",th-TH,,false,2025-06-29 07:07:29,2025-06-29 07:07:31,,,,303564c4-1183-4c81-8ca9-7abbc8ade1c8
1751180822697,1751180825417,303564c4-1183-4c81-8ca9-7abbc8ade1c8,,quick reply: promotion,"Here are the details of the promotions you asked about:


LUCKY FAN Lingling is happening at The Mall Lifestore branches in Thapra, Ngamwongwan, Bangkapi, and Bangkae, including Gourmet Market and Power Mall. 
 Shop with a minimum spend of 1,500 THB per sales slip from June 14 to July 15, 2025, to get a lucky draw coupon for a chance to meet Lingling on August 8, 2025, at The Mall Lifestore Bangkae. 


Exclusive Privileges for New M Card Members run from June 1 to October 31, 2025. 
 New members registering via the M Card Application receive discount coupons worth 350 THB and one extra hour of free parking per month until December 31, 2025. 


The Bangkok No.1 Shopping Festival offers up to 80% discounts and extra savings from May 30 to July 28, 2025. 
 Enjoy M Cash Coupons when spending at Power Mall, Gourmet Market, Home Fresh Mart, Emporium, EmQuartier, Paragon, and The Mall Life Store branches (excluding The Mall Ramkhamhaeng). 


The Legemdary Exclusive Concert is from June 6 to June 30, 2025, for Bangkok Bank M Visa cardholders. 
 The concert with BODYSLAM and FREEHAND is on July 12, 2025, at MCC Hall, The Mall Lifestore Ngamwongwan. 
 Spend 1,000 THB per sales slip to earn concert tickets. 


THE MALL LIFESTORE SPORTS FEST takes place at The Mall Lifestore Bangkapi from June 23 to July 2, 2025. 
 Enjoy top sports brands, fitness classes, workshops, and a fitness challenge event on June 28-29, 2025, with discounts up to 70%. 


The M Card Member Offer lets you redeem 400 M Points for a 100 THB discount when purchasing 3,000 THB or more at Power Mall locations in all The Mall Lifestore branches, The Mall Korat, Emporium, and Paragon. 
 This runs from June 19 to August 20, 2025. 


Happy Monday promotion is available on Mondays from May 5 to June 30, 2025. 
 M Card members can redeem 500 M Points for a Buy 1 Get 1 Free offer on selected dishes at participating restaurants like A Ramen, Bankara Ramen, GAGA Udon House, and others. 


If you want more details about any specific promotion or location, just let me know! 

",en-US,,false,2025-06-29 07:07:05,2025-06-29 07:07:07,,,,303564c4-1183-4c81-8ca9-7abbc8ade1c8
1751180804700,1751180813051,303564c4-1183-4c81-8ca9-7abbc8ade1c8,,quick reply: MCard,"บัตร M Card คือบัตรสมาชิกสะสมคะแนนของเดอะมอลล์กรุ๊ป 

สมัครเป็นสมาชิกของเรา เพลิดเพลินกับสิทธิพิเศษตลอด 365 วัน
  ทั้งในร้านค้าและนอกร้านค้า รวมถึงการช้อปปิ้งออนไลน์ ครอบคลุมการช้อปปิ้ง อาหาร ความงาม ความบันเทิง โรงแรม และการท่องเที่ยว

พาคุณสัมผัสประสบการณ์การช้อปปิ้งรูปแบบใหม่ที่เดอะมอลล์ เดอะมอลล์ไลฟ์สโตร์ เอ็มโพเรียม เอ็มควอเทียร์ เอ็มสเฟียร์ พารากอน และกูร์เมต์มาร์เก็ต 

คุณสามารถดาวน์โหลดแอปพลิเคชัน M Card ได้จาก QR Code ด้านล่าง 

หรือสอบถามรายละเอียดเพิ่มเติมได้เลย",th-TH,,false,2025-06-29 07:06:53,2025-06-29 07:06:54,Products & Services,,,303564c4-1183-4c81-8ca9-7abbc8ade1c8
