sessionId,askAnswerId,machineId,configId,rating,startAt,reason,reasonText,machineName,firstQuestion,firstAnswer,language
1787981802178,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,3,2026-08-29T12:59:38.868+07:00,speed,Speed,TheMall-002-M8-BKP-03,quick reply: Special Privilege,"""“You’re currently at The Mall Lifestore Bangkapi.
Discover special privileges waiting for you across the mall.
Would you like to see participating stores?”""",en-US
1787927746216,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,4,2026-08-28T21:35:48.693+07:00,speed,ความเร็ว,TheMall-002-M8-BKP-03,Directory,"ขณะนี้ลูกค้าอยู่ที่เดอะมอลล์ไลฟ์สโตร์ บางกะปิ นะคะ
อยากหาร้านไหนหรือแบรนด์อะไรเป็นพิเศษไหมคะ เดี๋ยวฉันช่วยดูให้ค่ะ",th-TH
1787907933320,RATING,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,2,2026-08-28T16:05:34.754+07:00,helpfulness,Helpfulness,TheMall-005-M8-BKP-02,Where is King Kong?,King Kong Fried Skewer is located on the **3rd Floor**.,en-US
1787895250793,RATING,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,4,2026-08-28T16:03:07.347+07:00,,,TheMall-005-M8-BKP-02,quick reply: Directory,"You’re now at The Mall Life Store Bangkapi.
Is there any store or brand you’d like to find? I can help you with that!",en-US
1787819039093,RATING,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,2,2026-08-27T15:24:04.318+07:00,accuracy,ความแม่นยำ,TheMall-005-M8-BKP-02,quick reply: Directory,"ขณะนี้ลูกค้าอยู่ที่เดอะมอลล์ไลฟ์สโตร์ บางกะปิ นะคะ
อยากหาร้านไหนหรือแบรนด์อะไรเป็นพิเศษไหมคะ เดี๋ยวฉันช่วยดูให้ค่ะ",th-TH
1787506255761,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,4,2026-08-24T00:31:02.851+07:00,speed,Speed,TheMall-002-M8-BKP-03,quick reply: Directory,"You’re now at The Mall Life Store Bangkapi.
Is there any store or brand you’d like to find? I can help you with that!",en-US
1787481219329,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,1,2026-08-23T17:34:04.175+07:00,,,TheMall-002-M8-BKP-03,y u r so weird,I'm here to help! What would you like to know?,en-US
1787471361408,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,2,2026-08-23T14:49:24.496+07:00,,,TheMall-002-M8-BKP-03,quick reply: Directory,"ขณะนี้ลูกค้าอยู่ที่เดอะมอลล์ไลฟ์สโตร์ บางกะปิ นะคะ
อยากหาร้านไหนหรือแบรนด์อะไรเป็นพิเศษไหมคะ เดี๋ยวฉันช่วยดูให้ค่ะ",th-TH
1787460713016,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,3,2026-08-23T12:38:19.221+07:00,,,TheMall-002-M8-BKP-03,quick reply: Coffee or Tea,"""You are currently at The Mall Lifestore Bangkapi.
There are currently coffee and tea drink promotions available within the mall.
Would you like me to recommend participating stores?""",en-US
1787406668223,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,4,2026-08-22T20:51:09.583+07:00,,,TheMall-002-M8-BKP-03,ฉันจอดรถเองมันจะขึ้นเป็น,ขออภัยค่ะคุณลูกค้า ฉันไม่เข้าใจคำถามของคุณค่ะ รบกวนคุณลูกค้าช่วยบอกฉันอีกครั้งได้ไหมคะว่าต้องการทราบข้อมูลเกี่ยวกับอะไร ฉันยินดีช่วยเหลือค่ะ,th-TH
1787406451311,RATING,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,3,2026-08-22T20:47:34.266+07:00,,,TheMall-005-M8-BKP-02,hi hello,Hi there!  How can I help you today?,en-US
1787394509432,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,4,2026-08-22T17:54:02.248+07:00,speed,Speed,TheMall-002-M8-BKP-03,quick reply: Coffee or Tea,"""You are currently at The Mall Lifestore Bangkapi.
There are currently coffee and tea drink promotions available within the mall.
Would you like me to recommend participating stores?""",en-US
1787393740217,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,3,2026-08-22T17:15:41.853+07:00,,,TheMall-002-M8-BKP-03,quick reply: promotion,"ตอนนี้มีโปรโมชั่นดี ๆ หลายรายการเลยค่ะ
ลูกค้าสามารถแตะดูรายละเอียดจากการ์ดด้านล่างได้เลยนะคะ",th-TH
1787377525745,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,3,2026-08-22T12:45:28.612+07:00,helpfulness,Helpfulness,TheMall-002-M8-BKP-03,quick reply: Coffee or Tea,"""You are currently at The Mall Lifestore Bangkapi.
There are currently coffee and tea drink promotions available within the mall.
Would you like me to recommend participating stores?""",en-US
1787368214025,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,4,2026-08-22T12:45:03.092+07:00,,,TheMall-002-M8-BKP-03,quick reply: Coffee or Tea,"""You are currently at The Mall Lifestore Bangkapi.
There are currently coffee and tea drink promotions available within the mall.
Would you like me to recommend participating stores?""",en-US
1787322294585,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,3,2026-08-21T21:24:56.454+07:00,,,TheMall-002-M8-BKP-03,สวัสดีจ้า ได้ยินไหม,"สวัสดีค่ะคุณลูกค้า
M-Agent ได้ยินชัดเจนเลยค่ะ
มีอะไรให้ M-Agent ช่วยเหลือไหมคะ?",th-TH
1787316161699,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,2,2026-08-21T19:42:44.129+07:00,,,TheMall-002-M8-BKP-03,Special Privilege,"""ขณะนี้ลูกค้าอยู่ที่เดอะมอลล์ไลฟ์สโตร์ บางกะปิ นะคะ
ค้นพบสิทธิพิเศษที่รอคุณอยู่ทั่วทั้งศูนย์การค้า
คุณต้องการดูร้านค้าที่ร่วมรายการหรือไม่
ลูกค้าสามารถแตะดูรายละเอียดจากการ์ดด้านล่างได้เลยนะคะ""",th-TH
1787237522777,RATING,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,1,2026-08-20T21:52:07.093+07:00,,,TheMall-001-M8-BKP-01,ฉันต้องการหา,คุณกำลังมองหาอะไรอยู่คะ,th-TH
1787143950420,RATING,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,4,2026-08-19T19:52:34.363+07:00,accuracy,ความแม่นยำ,TheMall-001-M8-BKP-01,Are you English or Thai?,ขออภัยค่ะ ฉันไม่พบข้อมูลเกี่ยวกับ อายุ English ชาย ถ้าฉันเข้าใจคำถามของคุณผิดพลาด กรุณาถามอีกครั้งค่ะ,th-TH
1787058779405,RATING,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,4,2026-08-18T20:13:01.305+07:00,accuracy,ความแม่นยำ,TheMall-005-M8-BKP-02,promotion,"ตอนนี้มีโปรโมชั่นดี ๆ หลายรายการเลยค่ะ
ลูกค้าสามารถแตะดูรายละเอียดจากการ์ดด้านล่างได้เลยนะคะ",th-TH
1787058738318,RATING,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,1,2026-08-18T20:12:20.348+07:00,,,TheMall-005-M8-BKP-02,,,
1787056428747,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,3,2026-08-18T19:33:51.039+07:00,,,TheMall-002-M8-BKP-03,quick reply: MCard,MCard มีหลากหลายรูปแบบ สามารถคลิกดูได้ตาม Card ด้านล่าง,th-TH
1787030153303,RATING,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,1,2026-08-18T12:15:57.180+07:00,speed,Speed,TheMall-001-M8-BKP-01,,,
1786781834891,RATING,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,3,2026-08-15T15:17:17.391+07:00,accuracy,ความแม่นยำ,TheMall-001-M8-BKP-01,สวัสดี NOSE TEA อยู่ที่ชั้นไหน,NOSE TEA อยู่ที่ชั้น **1** ค่ะ,th-TH
1786718762863,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,4,2026-08-14T21:46:04.274+07:00,speed,ความเร็ว,TheMall-002-M8-BKP-03,quick reply: MCard,MCard มีหลากหลายรูปแบบ สามารถคลิกดูได้ตาม Card ด้านล่าง,th-TH
1786524849945,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,4,2026-08-12T15:54:12.207+07:00,helpfulness,Helpfulness,TheMall-002-M8-BKP-03,quick reply: Coffee or Tea,"""You are currently at The Mall Lifestore Bangkapi.
There are currently coffee and tea drink promotions available within the mall.
Would you like me to recommend participating stores?""",en-US
1786509313322,RATING,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,71405e8939770bc6b6244b4865835a88,4,2026-08-12T11:35:16.422+07:00,speed,ความเร็ว,TheMall-005-M3-EVT-01,สวัสดี,สวัสดีค่ะ ยินดีต้อนรับสู่เดอะมอลล์ไลฟ์สโตร์ บางกะปิค่ะมีอะไรให้ M-Agent ช่วยเหลือคุณได้บ้างคะ?,th-TH
1786451232020,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,4,2026-08-11T21:01:56.140+07:00,speed,Speed,TheMall-002-M8-BKP-03,quick reply: Coffee or Tea,"""You are currently at The Mall Lifestore Bangkapi.
There are currently coffee and tea drink promotions available within the mall.
Would you like me to recommend participating stores?""",en-US
1786454451159,RATING,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,3,2026-08-11T20:21:00.547+07:00,helpfulness,Helpfulness,TheMall-001-M8-BKP-01,supermarket,"We have **Gourmet Market** here on the **G Floor**! It's a premium supermarket with a wide selection of groceries, fresh produce, and imported goods. They even have fresh cut flowers and pre-arranged bouquets!",en-US
1786451496025,RATING,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,71405e8939770bc6b6244b4865835a88,2,2026-08-11T19:31:40.083+07:00,,,TheMall-005-M3-EVT-01,promotion,"There are several great promotions available right now.
You can tap the cards below to see more details.",en-US
1786447804032,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,4,2026-08-11T19:20:32.974+07:00,helpfulness,Helpfulness,TheMall-002-M8-BKP-03,quick reply: Coffee or Tea,"""You are currently at The Mall Lifestore Bangkapi.
There are currently coffee and tea drink promotions available within the mall.
Would you like me to recommend participating stores?""",en-US
1786366350461,RATING,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,71405e8939770bc6b6244b4865835a88,4,2026-08-10T19:52:31.835+07:00,accuracy,ความแม่นยำ,TheMall-005-M3-EVT-01,มอลลี่มาทำอะไรที่ The Mall คะ,ตอนนี้ที่เดอะมอลล์ไลฟ์สโตร์ บางกะปิ มีโปรโมชัน THE MALL LIFESTORE EATVENTURE ค่ะ สมาชิก M CARD ที่ทานอาหารในร้านค้าที่ร่วมรายการ วันจันทร์-ศุกร์ ครบ 400 บาท จะได้รับ 1 M STAR ค่ะ สะสมครบ 15 M STAR แลกรับคูปอง CHAGEE หรือ MOLLY TEA มูลค่า 100 บาทได้เลยค่ะ คูปอง MOLLY TEA สามารถใช้ได้ถึงวันที่ 15 สิงหาคม 2026 นะคะ,th-TH
1786365364268,RATING,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,71405e8939770bc6b6244b4865835a88,4,2026-08-10T19:36:09.074+07:00,helpfulness,Helpfulness,TheMall-005-M3-EVT-01,hello,Hi there!  How can I help you today?,en-US
1786365301200,RATING,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,71405e8939770bc6b6244b4865835a88,3,2026-08-10T19:35:02.792+07:00,speed,ความเร็ว,TheMall-005-M3-EVT-01,สวัสดี,สวัสดีค่ะ ยินดีที่ได้ช่วยเหลือคุณ มีอะไรให้ช่วยไหมคะ?,th-TH
1786286002086,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,1,2026-08-09T21:33:24.095+07:00,helpfulness,ความช่วยเหลือ,TheMall-002-M8-BKP-03,MCard,MCard มีหลากหลายรูปแบบ สามารถคลิกดูได้ตาม Card ด้านล่าง,th-TH
1786271136328,RATING,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,71405e8939770bc6b6244b4865835a88,3,2026-08-09T17:25:41.666+07:00,,,TheMall-005-M3-EVT-01,promotion,"ตอนนี้มีโปรโมชั่นดี ๆ หลายรายการเลยค่ะ
ลูกค้าสามารถแตะดูรายละเอียดจากการ์ดด้านล่างได้เลยนะคะ",th-TH
