sessionId,askAnswerId,machineId,configId,audioUrl,question,answer,language,isHelpful,isApology,startAt,endAt,category,subCategory,mentionedstorename,isMentionedBrandsInKM,quickReplyLevel,quickReplyParentTitle,questionNumber,keyword,machineName
1785507805862,1785507805862-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,quick reply: Coffee or Tea,"""You are currently at The Mall Lifestore Bangkapi.
There are currently coffee and tea drink promotions available within the mall.
Would you like me to recommend participating stores?""",en-US,,false,2026-07-31T21:34:31.409+07:00,2026-07-31T21:34:42.154+07:00,Quick Reply,,,,1,quick reply: Coffee or Tea,1,,TheMall-002-M8-BKP-03
1785507742227,1785507742227-2,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,SportsMall Golf Tournament 2026 18th Edition,"มีโปรโมชั่น SportsMall Golf Tournament 2026 18th Edition ค่ะ เป็นการแข่งขันกอล์ฟสมัครเล่นที่ท้าทายที่สุดแห่งปี ชิงถ้วยพระราชทานสมเด็จพระกนิษฐาธิราชเจ้า กรมสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารีค่ะคุณจะได้รับสิทธิพิเศษและส่วนลดค่าสมัครสูงสุดถึง **1,500 บาท** เลยนะคะโปรโมชั่นนี้เริ่มตั้งแต่วันที่ 1 พฤษภาคม 2026 ถึง 30 พฤศจิกายน 2026 ค่ะ",th-TH,,false,2026-07-31T21:22:39.579+07:00,2026-07-31T21:23:09.178+07:00,Events,Events,SportsMall,,,,2,"SportsMall Golf Tournament 2026 18th Edition,promotion,golf tournament,SportsMall",TheMall-002-M8-BKP-03
1785507742227,1785507742227-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,promotion,"ตอนนี้มีโปรโมชั่นดี ๆ หลายรายการเลยค่ะ
ลูกค้าสามารถแตะดูรายละเอียดจากการ์ดด้านล่างได้เลยนะคะ",th-TH,,false,2026-07-31T21:22:23.867+07:00,2026-07-31T21:22:31.014+07:00,Promotions,,,,,,1,,TheMall-002-M8-BKP-03
1785505190233,1785505190233-2,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,M Pet Club Dog Days Discount,สำหรับสมาชิก M Pet Club นะคะ รับส่วนลดสูงสุดถึง **54%** เมื่อซื้อสินค้า Dog Days ที่ร่วมรายการค่ะ โปรโมชั่นนี้มีตั้งแต่วันที่ 1 มกราคม 2566 ถึง 31 ธันวาคม 2566 นะคะ สามารถใช้คูปองได้ผ่าน Line OA: Dog Days ค่ะ,th-TH,,false,2026-07-31T20:39:57.983+07:00,2026-07-31T20:40:17.217+07:00,Promotions,,M Pet Club,,,,2,"M Pet Club Dog Days Discount,M Pet Club,Dog Days Discount,pet club,discount,promotion",TheMall-002-M8-BKP-03
1785505190233,1785505190233-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,Special Privilege,"""ขณะนี้ลูกค้าอยู่ที่เดอะมอลล์ไลฟ์สโตร์ บางกะปิ นะคะ
ค้นพบสิทธิพิเศษที่รอคุณอยู่ทั่วทั้งศูนย์การค้า
คุณต้องการดูร้านค้าที่ร่วมรายการหรือไม่
ลูกค้าสามารถแตะดูรายละเอียดจากการ์ดด้านล่างได้เลยนะคะ""",th-TH,,,2026-07-31T20:39:52.487+07:00,2026-07-31T20:39:56.100+07:00,Promotions,,,,,,1,,TheMall-002-M8-BKP-03
1785504459401,1785504459401-1,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,c9cc2d27f5c76ffd8e18ecfe24419215,,Directory,"You’re now at The Mall Life Store Bangkapi.
Is there any store or brand you’d like to find? I can help you with that!",en-US,,false,2026-07-31T20:28:00.095+07:00,2026-07-31T20:28:07.885+07:00,Map and Navigation,,,,,,1,,TheMall-002-M8-BKP-03
1785504282628,1785504282628-2,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,,cinema,We have Bangkapi Cineplex (Major) here! It's on the **3rd floor** of The Mall Lifestore Bangkapi.,en-US,,false,2026-07-31T20:25:13.455+07:00,2026-07-31T20:25:22.460+07:00,Attraction,,,,,,2,"cinema,movie theater,entertainment",TheMall-001-M8-BKP-01
1785504282628,1785504282628-1,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=5c01724ea21f5341e4739f6cafb0c3cf,what is a synonym,"I'm sorry, I couldn't find information about that.",en-US,,,2026-07-31T20:24:49.120+07:00,2026-07-31T20:24:56.517+07:00,Out of Scope,,,,,,1,,TheMall-001-M8-BKP-01
1785500005685,1785500005685-1,16f880a4-ccd9-41b6-a3ad-0f0075b649a2,c9cc2d27f5c76ffd8e18ecfe24419215,https://api.amityrobotics.com/v1/audio/redirect?id=67c44be80e56db5a81a1ded5a27267ec,halal food,"Yes, we do have Halal food options here! You can find several places in the food court on the **Ground Floor** of The Mall Lifestore Bangkapi. For example, there's **K. Muhammad** for Halal Thai dishes, **Jeerapan** for authentic Thai and Halal dishes like grilled chicken, **Nua Tair Wok** for Halal wok dishes, **Kaw Mor Boat Noodles (Halal)** for Ayutthaya-style boat noodles, and **SHABEEBEE HOUSE** for Halal Roti, Pizza, and Spaghetti. Just look for the Halal symbol!",en-US,,false,2026-07-31T19:13:28.720+07:00,2026-07-31T19:13:56.075+07:00,Products & Services,Food & Beverage,,,,,1,"halal food,halal,food",TheMall-005-M8-BKP-02
1785496848399,1785496848399-1,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,c9cc2d27f5c76ffd8e18ecfe24419215,,ไปรษณีย์,ขออภัยค่ะ ฉันไม่พบข้อมูลเกี่ยวกับไปรษณีย์ค่ะ ถ้าฉันเข้าใจคำถามของคุณผิดพลาด กรุณาถามอีกครั้งค่ะ,th-TH,,true,2026-07-31T18:21:02.838+07:00,2026-07-31T18:21:11.445+07:00,Facilities,postal service,,,,,1,"post office,postal service",TheMall-001-M8-BKP-01
