sessionId,askAnswerId,machineId,audioUrl,question,answer,language,isHelpful,isApology,startAt,endAt,category,subCategory,mentionedstorename,machineName
1761921329082,1761921450146,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,https://amity-merlin-downloadable.s3.amazonaws.com/audios/99f8da69b84a399636d31c093b9041e3/1761921450146.wav,โซชอนอยู่ชั้นไหน,ขออภัยค่ะ ฉันไม่พบข้อมูลเกี่ยวกับร้านโซชอนที่ The Mall Lifestore Ngamwongwan,th-TH,,true,2025-10-31T21:37:30.147+07:00,2025-10-31T21:37:41.979+07:00,Shop Specific,Restaurants,โซชอน,TheMall-003
1761921329082,1761921423667,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,https://amity-merlin-downloadable.s3.amazonaws.com/audios/99f8da69b84a399636d31c093b9041e3/1761921423667.wav,MK อยู่ชั้นไหน,"ขออภัยค่ะ ฉันไม่พบข้อมูลเกี่ยวกับร้าน MK ที่ The Mall Lifestore Ngamwongwan
ถ้าฉันเข้าใจคำถามของคุณผิดพลาด กรุณาถามอีกครั้งค่ะ",th-TH,,true,2025-10-31T21:37:03.667+07:00,2025-10-31T21:37:13.722+07:00,Shop Specific,Restaurants,mk,TheMall-003
1761921329082,1761921397271,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,https://amity-merlin-downloadable.s3.amazonaws.com/audios/99f8da69b84a399636d31c093b9041e3/1761921397271.wav,MTI อยู่ชั้นไหน,"MTI อยู่ที่ชั้น2 ค่ะ
ร้านนี้มีสินค้าเกี่ยวกับความงาม เครื่องสำอาง สกินแคร์ เมคอัพ และน้ำหอมด้วยนะคะ
มีอะไรให้ช่วยเพิ่มเติมไหมคะ?",th-TH,,false,2025-10-31T21:36:37.272+07:00,2025-10-31T21:36:47.027+07:00,Shop Specific,School & Academy,mti,TheMall-003
1761921329082,1761921369694,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,https://amity-merlin-downloadable.s3.amazonaws.com/audios/99f8da69b84a399636d31c093b9041e3/1761921369694.wav,ร้าน SIZZLER อยู่ชั้นไหน,"ร้าน SIZZLER อยู่ที่ชั้น5 ค่ะ
เป็นร้านอาหารที่ให้บริการอาหารและบรรยากาศน่านั่งมากเลยค่ะ
มีอะไรให้ช่วยเพิ่มเติมไหมคะ?",th-TH,,false,2025-10-31T21:36:09.704+07:00,2025-10-31T21:36:19.715+07:00,Shop Specific,Restaurants,sizzler,TheMall-003
1761921329082,1761921334455,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,https://amity-merlin-downloadable.s3.amazonaws.com/audios/99f8da69b84a399636d31c093b9041e3/1761921334455.wav,SWENSEN'S สาขางามวงศ์วาน,"SWENSEN'S สาขางามวงศ์วานอยู่ที่ The Mall Lifestore Ngamwongwan ค่ะ
เป็นร้านอาหารที่ให้บริการอาหารและเครื่องดื่ม
ตั้งอยู่ที่ชั้น5 และชั้น G ของห้างค่ะ",th-TH,,false,2025-10-31T21:35:34.456+07:00,2025-10-31T21:35:45.268+07:00,Shop Specific,Ice-cream,swensens,TheMall-003
1761920998244,1761921026648,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,https://amity-merlin-downloadable.s3.amazonaws.com/audios/99f8da69b84a399636d31c093b9041e3/1761921026648.wav,Is there any nearby trash can?,"I'm sorry, I couldn't find information about nearby trash cans.
If I misunderstood your question, please ask again.",en-US,,true,2025-10-31T21:30:26.649+07:00,2025-10-31T21:30:36.423+07:00,Facilities,Specific purpose,,TheMall-003
1761920998244,1761921005674,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,https://amity-merlin-downloadable.s3.amazonaws.com/audios/99f8da69b84a399636d31c093b9041e3/1761921005674.wav,hello,"Hello!
How can I help you today?",en-US,,false,2025-10-31T21:30:05.675+07:00,2025-10-31T21:30:13.544+07:00,Greeting & Chit-chat,,,TheMall-003
1761920785403,1761920791348,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,https://amity-merlin-downloadable.s3.amazonaws.com/audios/c9cc2d27f5c76ffd8e18ecfe24419215/1761920791348.wav,เดอะมอลล์บางกะปิสร้างมานานยัง,"ขออภัยค่ะ ฉันไม่พบข้อมูลเกี่ยวกับระยะเวลาที่เดอะมอลล์บางกะปิสร้างมานานแค่ไหน
ถ้าฉันเข้าใจคำถามของคุณผิดพลาด กรุณาถามอีกครั้งค่ะ",th-TH,,true,2025-10-31T21:26:31.349229+07:00,2025-10-31T21:26:41.376553+07:00,Misc,,,TheMall-001
1761920656760,1761920724695,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,https://amity-merlin-downloadable.s3.amazonaws.com/audios/c9cc2d27f5c76ffd8e18ecfe24419215/1761920724695.wav,Where is OWNDAYS?,"OWNDAYS is located on the Ground Floor (G) of The Mall Lifestore Bangkapi.
You can find their store easily there.
They offer optical products, eyewear, glasses, and sunglasses.
Let me know if you want more details!",en-US,,false,2025-10-31T21:25:24.695348+07:00,2025-10-31T21:25:34.263591+07:00,Shop Specific,Optical,owndays,TheMall-001
1761920656760,1761920684917,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,https://amity-merlin-downloadable.s3.amazonaws.com/audios/c9cc2d27f5c76ffd8e18ecfe24419215/1761920684917.wav,in the cinema,"The cinema at The Mall Bangkapi is called Bangkapi Cineplex (EGV).
It is located on the3rd floor of The Mall Lifestore Bangkapi.
You can watch movies there, and it offers entertainment, games, and arcade fun for all ages.",en-US,,false,2025-10-31T21:24:44.917836+07:00,2025-10-31T21:24:53.598425+07:00,Map and Navigation,"Cinema, Karaoke, Bowling",,TheMall-001
